Date;Timestamp;DeviceOrientation;AccelerationX;AccelerationY;AccelerationZ;Label
2020-07-30 21:22:57;1596158577.43711;portrait;0.042633056640625;-0.3120269775390625;-0.96221923828125;stable
2020-07-30 21:22:57;1596158577.4421191;portrait;0.097412109375;-0.4301910400390625;-0.9416961669921875;stable
2020-07-30 21:22:57;1596158577.444618;portrait;0.041534423828125;-0.565887451171875;-0.7670135498046875;stable
2020-07-30 21:22:57;1596158577.461584;portrait;-0.133544921875;-0.358978271484375;-0.838043212890625;stable
2020-07-30 21:22:57;1596158577.463674;portrait;-0.1197357177734375;-0.1940460205078125;-1.076568603515625;stable
2020-07-30 21:22:57;1596158577.477164;portrait;-0.1165924072265625;-0.197479248046875;-0.940948486328125;stable
2020-07-30 21:22:57;1596158577.4794002;portrait;-0.177459716796875;-0.3387908935546875;-0.81842041015625;stable
2020-07-30 21:22:57;1596158577.482441;portrait;-0.0999298095703125;-0.2986297607421875;-0.9997406005859375;stable
2020-07-30 21:22:57;1596158577.4937038;portrait;-0.2218475341796875;-0.3773345947265625;-0.8901519775390625;stable
2020-07-30 21:22:57;1596158577.532308;portrait;-0.370330810546875;-0.2647552490234375;-0.7739105224609375;stable
2020-07-30 21:22:57;1596158577.572542;portrait;-0.2532958984375;-0.200531005859375;-1.117523193359375;stable
2020-07-30 21:22:57;1596158577.612272;portrait;-0.2733154296875;-0.0770416259765625;-0.9973907470703125;stable
2020-07-30 21:22:57;1596158577.6529;portrait;-0.3822479248046875;0.0047607421875;-1.163482666015625;stable
2020-07-30 21:22:57;1596158577.6931338;portrait;-0.3567047119140625;-0.096038818359375;-0.903839111328125;stable
2020-07-30 21:22:57;1596158577.7333379;portrait;-0.2824859619140625;-0.272125244140625;-0.758453369140625;stable
2020-07-30 21:22:57;1596158577.773497;portrait;-0.368560791015625;-0.3521575927734375;-0.861297607421875;stable
2020-07-30 21:22:57;1596158577.813267;portrait;-0.2438812255859375;-0.1938934326171875;-0.7805328369140625;stable
2020-07-30 21:22:57;1596158577.85338;portrait;-0.2699737548828125;-0.135040283203125;-0.82672119140625;stable
2020-07-30 21:22:57;1596158577.892849;portrait;-0.2455902099609375;-0.30352783203125;-0.8832244873046875;stable
2020-07-30 21:22:57;1596158577.933249;portrait;-0.2718658447265625;-0.237152099609375;-0.5056304931640625;stable
2020-07-30 21:22:57;1596158577.973479;portrait;-0.5858001708984375;-0.2463836669921875;-0.6999664306640625;stable
2020-07-30 21:22:57;1596158578.0132189;portrait;-0.4957427978515625;0.105499267578125;-0.931610107421875;stable
2020-07-30 21:22:57;1596158578.053297;portrait;-0.7376251220703125;0.3892059326171875;-0.896942138671875;stable
2020-07-30 21:22:57;1596158578.0934691;portrait;-0.6325836181640625;0.0096435546875;-1.2000732421875;stable
2020-07-30 21:22:57;1596158578.133531;portrait;-0.599456787109375;0.028533935546875;-0.730010986328125;stable
2020-07-30 21:22:57;1596158578.173521;portrait;-0.7579193115234375;0.0501251220703125;-0.5592803955078125;stable
2020-07-30 21:22:57;1596158578.213544;portrait;-0.660247802734375;0.041046142578125;-0.897613525390625;stable
2020-07-30 21:22:57;1596158578.253533;portrait;-0.773406982421875;0.1210784912109375;-0.7533721923828125;stable
2020-07-30 21:22:57;1596158578.2934952;portrait;-0.58660888671875;0.074005126953125;-0.7566680908203125;stable
2020-07-30 21:22:57;1596158578.333963;portrait;-0.5880889892578125;0.0139312744140625;-0.7039794921875;stable
2020-07-30 21:22:57;1596158578.373775;portrait;-0.690277099609375;0.0991973876953125;-0.715850830078125;stable
2020-07-30 21:22:57;1596158578.41362;portrait;-0.5491485595703125;0.0966949462890625;-0.730560302734375;stable
2020-07-30 21:22:57;1596158578.454126;portrait;-0.66937255859375;0.1880035400390625;-0.647369384765625;stable
2020-07-30 21:22:57;1596158578.493855;landscapeLeft;-0.856414794921875;0.155242919921875;-0.3803863525390625;stable
2020-07-30 21:22:57;1596158578.5340838;landscapeLeft;-0.6882171630859375;0.2094573974609375;-0.5384521484375;stable
2020-07-30 21:22:57;1596158578.5740309;landscapeLeft;-0.5319976806640625;0.3288421630859375;-0.567779541015625;stable
2020-07-30 21:22:57;1596158578.614181;landscapeLeft;-0.5107269287109375;0.33172607421875;-0.37591552734375;stable
2020-07-30 21:22:57;1596158578.654159;landscapeLeft;-0.754486083984375;0.51788330078125;-0.5501861572265625;stable
2020-07-30 21:22:57;1596158578.6944199;landscapeLeft;-0.762908935546875;0.5448760986328125;-0.4398956298828125;stable
2020-07-30 21:22:57;1596158578.7342892;landscapeLeft;-0.490081787109375;0.4515380859375;-0.4451141357421875;stable
2020-07-30 21:22:57;1596158578.774466;landscapeLeft;-0.5604705810546875;0.622528076171875;-0.3269195556640625;stable
2020-07-30 21:22:57;1596158578.814775;landscapeLeft;-0.58270263671875;0.6956024169921875;-0.27227783203125;stable
2020-07-30 21:22:57;1596158578.854624;landscapeLeft;-0.4117431640625;0.659820556640625;-0.3793487548828125;stable
2020-07-30 21:22:57;1596158578.894417;landscapeLeft;-0.5256805419921875;0.9206390380859375;-0.285552978515625;stable
2020-07-30 21:22:57;1596158578.9346619;landscapeLeft;-0.57586669921875;1.0982818603515625;-0.2405853271484375;stable
2020-07-30 21:22:57;1596158578.97458;landscapeLeft;-0.4953765869140625;0.9916839599609375;-0.6355438232421875;stable
2020-07-30 21:22:57;1596158579.014818;landscapeLeft;-0.6788482666015625;1.142333984375;-0.25201416015625;stable
2020-07-30 21:22:57;1596158579.054848;landscapeLeft;-0.736480712890625;1.118133544921875;-0.1196441650390625;stable
2020-07-30 21:22:57;1596158579.0950341;landscapeLeft;-0.8171539306640625;1.3263702392578125;-0.720489501953125;stable
2020-07-30 21:22:57;1596158579.13504;landscapeLeft;-1.2288360595703125;1.564666748046875;-0.136749267578125;stable
2020-07-30 21:22:57;1596158579.175092;landscapeLeft;-1.4306640625;1.724273681640625;-0.3873291015625;stable
2020-07-30 21:22:57;1596158579.215092;landscapeLeft;-1.4040069580078125;2.16412353515625;-0.83599853515625;stable
2020-07-30 21:22:57;1596158579.255609;landscapeLeft;-1.9469451904296875;2.892120361328125;-0.15234375;stable
2020-07-30 21:22:57;1596158579.2951279;landscapeLeft;-1.9186553955078125;2.8512115478515625;-1.0805511474609375;stable
2020-07-30 21:22:57;1596158579.335748;landscapeLeft;-1.810150146484375;3.24725341796875;-0.622406005859375;stable
2020-07-30 21:22:57;1596158579.383667;landscapeLeft;-0.5188751220703125;2.4598388671875;-0.0286102294921875;stable
2020-07-30 21:22:57;1596158579.415277;landscapeLeft;0.9940948486328125;1.399200439453125;0.0309906005859375;stable
2020-07-30 21:22:57;1596158579.45539;landscapeLeft;0.9524383544921875;1.462677001953125;-0.010284423828125;stable
2020-07-30 21:22:57;1596158579.4957051;landscapeLeft;1.0020294189453125;1.4647979736328125;-0.0126190185546875;stable
2020-07-30 21:22:57;1596158579.535684;landscapeLeft;0.973175048828125;1.3734893798828125;-0.0022735595703125;stable
2020-07-30 21:22:57;1596158579.575808;landscapeLeft;0.875762939453125;1.4239044189453125;0.01165771484375;stable
